bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,sqft_living15,sqft_lot15,month_sold,location_cluster,price
4,3.5,8.560252680876685,15411,2.0,0,3,3,11,8.174702882469461,1670,647638.6554621847,530484.3219776907,787721.3156018015,8.04237800517328,14124,540889.7483994878,881804.1625465734,1481000.0
4,1.0,7.237059026124737,3708,1.5,0,0,4,7,7.237059026124737,0,645615.960266449,530484.3219776907,583797.5680751174,7.265429723253953,3708,511224.339301701,549135.2427440634,610000.0
2,1.0,6.606650186198215,7680,1.0,0,0,4,6,6.606650186198215,0,533028.2211331121,530484.3219776907,423905.3309613916,6.984716320118266,7680,561119.2484076433,444116.23508801695,350000.0
2,1.75,7.1308988302963465,7680,1.0,0,0,3,7,7.1308988302963465,0,533028.2211331121,545801.2241500231,423905.3309613916,7.1308988302963465,7680,540889.7483994878,444116.23508801695,400000.0
4,2.75,7.6638772587034705,9339,1.0,0,0,3,7,7.1929342212158,800,609095.5804143371,530484.3219776907,306891.5356621159,7.644919344958857,7628,540234.0233614536,282950.69612854405,325250.0
3,2.5,7.539027055823995,4499,2.0,0,0,3,8,7.539027055823995,0,559473.7130272024,530484.3219776907,609392.111966224,7.6638772587034705,5114,538925.3765020027,636496.5908741066,529000.0
3,1.0,6.993932975223189,22080,1.0,0,0,5,7,6.993932975223189,0,443034.5880285017,530484.3219776907,364647.0281124498,7.371489295214277,19457,511224.339301701,466317.2890956389,267500.0
4,2.25,7.5443321080536885,3006,2.0,0,0,3,7,7.5443321080536885,0,553569.0091185404,530484.3219776907,609392.111966224,7.365180126021013,3000,540889.7483994878,636496.5908741066,520000.0
4,2.0,7.605890001053122,7312,1.0,0,0,4,7,7.605890001053122,0,531065.7476383277,530484.3219776907,231089.195287917,7.605890001053122,7650,538925.3765020027,279747.29000036634,250000.0
3,2.5,7.554858521040676,5600,2.0,0,0,3,8,7.554858521040676,0,588821.6825718083,530484.3219776907,609392.111966224,7.495541943884256,4928,531519.7973068745,653232.9047665199,498688.0
3,1.0,6.756932389247553,7030,1.0,0,0,3,7,6.756932389247553,0,549009.7096058946,530484.3219776907,534045.3798076923,7.215239978730097,7500,540889.7483994878,561410.3447098681,350000.0
3,1.5,7.237059026124737,5040,1.0,0,0,3,7,6.993932975223189,300,436675.32599972136,530484.3219776907,853509.2978188244,7.554858521040676,4800,511224.339301701,851198.7467183303,589000.0
2,1.75,7.6638772587034705,6574,1.0,0,0,3,8,7.313220387090301,630,535180.9152282107,530484.3219776907,790006.7768692325,7.6638772587034705,6275,551860.3387458007,790006.7768692325,450000.0
9,3.0,8.210668031162976,4400,2.0,0,0,3,7,7.948031990637284,850,563253.7373430756,530484.3219776907,929411.046337002,7.580699752224563,2450,520155.3623559539,673943.8953426692,700000.0
3,2.5,7.659171367666058,7401,2.0,0,0,3,8,7.659171367666058,0,588821.6825718083,530484.3219776907,609392.111966224,7.605890001053122,7972,551860.3387458007,653232.9047665199,612000.0
7,4.0,8.055157731819678,34830,1.0,0,0,3,9,8.055157731819678,0,494167.4196378224,711664.2450621066,620859.2706730012,7.779048644925556,12054,559342.888372093,639166.7296624419,999000.0
3,1.0,6.856461984594587,7620,1.0,0,0,3,6,6.856461984594587,0,460418.6527442526,530484.3219776907,323529.23106608837,7.138866999945524,7620,559342.888372093,272273.5147542107,137000.0
4,2.25,7.67786350067821,8119,1.0,0,0,3,8,6.984716320118266,1080,440315.09008071315,530484.3219776907,856784.4329896907,7.52294091807237,9000,559342.888372093,614356.6018886161,440000.0
3,2.0,7.501082124259871,2159,1.0,0,0,3,7,6.917705609835305,800,533028.2211331121,530484.3219776907,899999.4706756755,7.501082124259871,2159,520155.3623559539,823775.1184209211,550000.0
4,3.5,8.308938252595778,9486,2.0,0,0,3,10,8.308938252595778,0,560603.4142857143,530484.3219776907,820773.0808383168,7.787382026484701,9486,525404.6872322194,884264.8088465261,1600000.0
2,1.0,7.6544432264701125,4920,1.5,0,0,3,7,7.286191714702382,650,646667.0942919467,530484.3219776907,585504.4834710744,7.237059026124737,4732,531519.7973068745,549135.2427440634,425000.0
2,2.5,7.22983877815125,889,2.0,0,0,3,7,7.038783541388542,240,541925.5924235753,530484.3219776907,423905.3309613916,7.365180126021013,1397,549106.0373514431,437957.3324324325,294000.0
3,2.5,7.8160138391590275,6031,2.0,0,0,3,8,7.8160138391590275,0,736415.836067593,530484.3219776907,415784.59782608703,7.52294091807237,7704,540234.0233614536,363861.22189880983,475000.0
3,1.75,7.539027055823995,8424,1.0,0,0,4,7,7.22983877815125,500,491435.82012195326,530484.3219776907,485919.5672823219,7.585788821732034,8523,538925.3765020027,485366.3009457767,410000.0
5,3.0,8.078067881815437,6371,2.0,0,0,3,9,8.078067881815437,0,689371.2543478261,530484.3219776907,314115.60175054707,7.590346945602565,9008,559342.888372093,297308.4361336158,479349.0
3,1.5,7.396335293800808,11662,1.0,0,0,3,7,7.396335293800808,0,336294.97163894534,533041.3773368916,281752.17814043397,7.438383530044307,11662,538925.3765020027,278048.77387316036,185850.0
3,2.5,7.31455283232408,1400,3.0,0,0,3,7,7.31455283232408,0,560603.4142857143,530484.3219776907,622928.2574468085,7.227662498728654,1466,508272.0541082164,608172.8260353961,403000.0
3,2.5,7.635303886259415,8400,2.0,0,0,4,8,7.635303886259415,0,564109.3481478157,530484.3219776907,231089.195287917,7.635303886259415,9239,540889.7483994878,246783.44693836276,250000.0
4,2.25,7.962067308753666,8393,1.0,0,0,4,8,7.299797366758161,1390,491435.82012195326,530484.3219776907,1173022.0350880993,7.982757702011113,9850,551860.3387458007,1140369.1769357836,890000.0
2,1.0,7.2078598714324755,3880,1.0,0,0,3,6,6.856461984594587,400,655402.928354579,530484.3219776907,585504.4834710744,7.4205789054108005,3920,538925.3765020027,549135.2427440634,350000.0
4,3.75,8.463792414689122,126759,2.0,0,0,4,10,8.463792414689122,0,609095.5804143371,530484.3219776907,623300.4662576644,8.026170194946426,118047,549106.0373514431,564423.1435896877,1049000.0
5,1.75,7.859413154693583,6720,1.0,0,0,4,7,7.4673710669175595,840,481182.637681609,530484.3219776907,305532.6766474203,7.506591780070841,7521,511224.339301701,300834.043645145,334000.0
4,1.0,7.251344983372214,3376,1.5,0,0,5,7,7.251344983372214,0,646667.0942919467,530484.3219776907,587301.6306641265,6.946975992135418,3600,549106.0373514431,823775.1184209211,563000.0
3,2.25,8.143226750367445,10628,2.0,0,2,3,10,8.143226750367445,0,519221.5281757675,530484.3219776907,856784.4329896907,8.061486866871327,11434,540234.0233614536,958238.4418778239,855000.0
2,2.5,7.893572073504902,11214,1.0,0,0,3,9,7.893572073504902,0,647638.6554621847,530484.3219776907,663034.9404388588,7.742835955430749,6908,561119.2484076433,651703.6235335087,930000.0
3,1.5,7.177782416195197,8160,1.0,0,0,3,7,7.177782416195197,0,484729.09882168256,530484.3219776907,387114.1483375959,6.993932975223189,7560,559342.888372093,379580.3383269202,365000.0
4,2.25,7.791522819150732,59800,1.0,0,0,4,8,7.2078598714324755,1070,519221.5281757675,530484.3219776907,692306.6178160912,7.67786350067821,17598,549106.0373514431,672306.8146004187,549000.0
3,1.75,7.414572881350589,8160,1.0,0,0,4,7,7.414572881350589,0,537697.627196065,530484.3219776907,466028.34481359925,7.306531398939505,8100,540234.0233614536,380565.7282610303,315000.0
3,2.5,7.533693709848633,3439,2.0,0,0,3,7,7.533693709848633,0,560603.4142857143,530484.3219776907,314115.60175054707,7.691656822810547,4029,549106.0373514431,336857.7622107062,300000.0
4,1.0,7.222566018822171,5339,1.5,0,0,4,6,7.222566018822171,0,431963.6234594565,530484.3219776907,239806.8087584579,7.154615356913663,7048,508272.0541082164,227930.1778169582,219000.0
3,2.5,7.265429723253953,9044,2.0,0,0,3,7,7.265429723253953,0,609095.5804143371,530484.3219776907,317907.32123919635,7.365180126021013,8624,508272.0541082164,302416.24779720313,220000.0
3,1.75,7.1308988302963465,9486,1.0,0,0,4,6,7.1308988302963465,0,421915.49458644434,530484.3219776907,495772.9365671088,7.146772179452637,9600,531519.7973068745,443232.4044778494,295000.0
4,3.5,8.026170194946426,4573,2.0,0,0,3,9,7.787382026484701,650,541925.5924235753,530484.3219776907,609392.111966224,8.061486866871327,3634,531519.7973068745,636496.5908741066,775000.0
2,1.0,7.24422751560335,9600,1.5,0,0,4,6,7.24422751560335,0,551896.9068643054,530484.3219776907,317907.32123919635,7.114769448366463,9600,520155.3623559539,302416.24779720313,200000.0
3,1.0,7.3395376954076745,9450,1.0,0,0,4,7,7.3395376954076745,0,459726.9610600864,530484.3219776907,306891.5356621159,7.098375638590786,9450,551860.3387458007,292686.8318304875,227500.0
3,1.0,7.07326971745971,32214,1.0,0,0,3,7,7.07326971745971,0,530686.1617259284,530484.3219776907,332507.4470992653,7.7406644019172415,13714,525404.6872322194,246783.44693836276,179500.0
4,2.25,7.731930721948486,7500,1.0,0,0,4,7,7.038783541388542,1140,481356.0659718331,530484.3219776907,306891.5356621159,7.414572881350589,8000,549106.0373514431,416010.4390401716,335000.0
3,1.75,7.7706452341291765,6360,1.0,0,3,3,7,7.154615356913663,1090,460418.6527442526,530484.3219776907,310920.24263953127,7.595889917718538,6360,549106.0373514431,312610.2508973423,385000.0
2,1.75,7.286191714702382,1500,2.0,0,0,3,8,6.907755278982137,460,645946.7346937442,530484.3219776907,585504.4834710744,7.272398392570047,4120,531519.7973068745,549135.2427440634,625000.0
3,1.0,6.946975992135418,5060,1.0,0,0,3,7,6.946975992135418,0,551896.9068643054,530484.3219776907,614858.8294539207,6.7912214627261855,5060,551860.3387458007,611200.9124999933,480000.0
5,1.5,7.4673710669175595,9780,1.5,0,0,4,7,7.4673710669175595,0,436730.55633569305,530484.3219776907,465802.3276323775,7.4673710669175595,10295,540234.0233614536,457282.95026744495,385000.0
3,2.5,7.860956364876389,4455,2.0,0,0,3,8,7.860956364876389,0,541925.5924235753,530484.3219776907,281480.10915581556,8.000014093678072,4950,551860.3387458007,290610.91578939714,351000.0
4,2.5,8.1886891244442,21794,2.0,0,0,4,11,8.1886891244442,0,564109.3481478157,530484.3219776907,707984.7104607035,8.134467570277563,19864,520155.3623559539,639000.8152158383,875000.0
4,4.0,8.110727582974489,24354,1.0,0,0,4,10,8.110727582974489,0,436730.55633569305,530484.3219776907,856784.4329896907,8.263590432617319,25493,551860.3387458007,1165110.7391738018,2500000.0
3,2.5,7.673223121121708,8221,2.0,0,0,3,8,7.673223121121708,0,553579.8874474342,530484.3219776907,485919.5672823219,7.820037989458753,7951,561119.2484076433,485366.3009457767,470000.0
3,1.75,7.4205789054108005,5375,1.0,0,0,3,7,7.146772179452637,400,530686.1617259284,530484.3219776907,790006.7768692325,7.286191714702382,6125,549106.0373514431,790006.7768692325,699000.0
3,2.5,7.9157131993821155,22499,2.0,0,0,3,9,7.9157131993821155,0,501231.18861786096,530484.3219776907,352546.37760416674,7.904703913873747,22499,538925.3765020027,345831.4254197873,568000.0
3,2.0,7.8160138391590275,13310,1.0,0,0,2,7,7.8160138391590275,0,457184.9026076011,530484.3219776907,648332.8574561403,7.783224016336037,11340,525404.6872322194,671892.8182954505,1200000.0
3,2.25,7.3395376954076745,1270,3.0,0,0,3,7,7.3395376954076745,0,689371.2543478261,530484.3219776907,585504.4834710744,7.114769448366463,1454,540234.0233614536,549135.2427440634,449950.0
2,1.75,7.098375638590786,7733,1.0,0,0,3,6,7.098375638590786,0,591983.9330030062,530484.3219776907,472908.8885350434,7.4205789054108005,7733,551860.3387458007,562314.7046450656,456200.0
2,2.5,7.215239978730097,1349,2.0,0,0,3,8,6.956545443151569,310,566605.8921425659,530484.3219776907,1116017.851737276,7.265429723253953,4400,559342.888372093,887472.7131782946,553650.0
4,2.5,7.893572073504902,12215,1.0,1,4,3,9,7.371489295214277,1090,470771.6702572542,530484.3219776907,466028.34481359925,7.992944547318106,19964,561119.2484076433,416010.4390401716,1309500.0
1,0.75,6.633318433280377,5746,1.0,0,0,4,5,6.633318433280377,0,590382.5320805196,530484.3219776907,231089.195287917,6.877296071497429,6696,559342.888372093,246783.44693836276,95000.0
3,1.0,7.01211529430638,8593,1.0,0,0,3,7,7.01211529430638,0,481182.637681609,530484.3219776907,415784.59782608703,7.484368643286131,8593,561119.2484076433,363861.22189880983,299900.0
3,2.0,7.371489295214277,5009,2.0,0,0,4,6,7.371489295214277,0,519221.5281757675,530484.3219776907,472908.8885350434,7.455876687491824,6380,508272.0541082164,474195.4477190849,463000.0
2,1.5,6.984716320118266,6760,1.0,0,2,3,6,6.984716320118266,0,602990.0785539994,530484.3219776907,583797.5680751174,7.640123172695364,5800,511224.339301701,599270.7012048193,440000.0
3,3.5,8.24800570160062,145054,2.0,0,3,3,9,7.962067308753666,950,645456.0179648161,530484.3219776907,445454.66541160486,7.824046010856292,95950,531519.7973068745,412488.53038950963,830000.0
5,1.5,7.512071245835466,94960,1.5,0,0,3,7,7.512071245835466,0,592148.6054356643,530484.3219776907,303219.1794956164,7.272398392570047,16365,531519.7973068745,300834.043645145,220000.0
2,1.5,6.684611727667927,5192,1.0,0,0,5,7,6.684611727667927,0,537697.627196065,530484.3219776907,351140.46428296395,7.081708586105575,5320,549106.0373514431,444116.23508801695,335950.0
2,1.5,7.371489295214277,4500,1.0,0,0,4,7,6.824373670043086,670,535180.9152282107,530484.3219776907,614858.8294539207,7.549609165154532,4450,549106.0373514431,611200.9124999933,490000.0
4,2.5,7.635303886259415,3808,2.0,0,0,3,8,7.635303886259415,0,553569.0091185404,530484.3219776907,352546.37760416674,7.549609165154532,2992,520155.3623559539,441731.09339479334,348000.0
2,1.0,6.813444599510896,8155,1.0,0,0,4,6,6.813444599510896,0,431963.6234594565,530484.3219776907,415784.59782608703,7.122866658599083,8155,561119.2484076433,446565.6132302856,285000.0
4,2.75,7.944492163932159,5000,1.5,0,0,3,8,7.682482446534506,650,655402.928354579,530484.3219776907,790006.7768692325,7.461640392208575,5000,520155.3623559539,790006.7768692325,810000.0
3,1.75,7.200424892944957,8250,1.0,0,0,3,7,7.003065458786462,240,519221.5281757675,530484.3219776907,314115.60175054707,7.3395376954076745,7860,540234.0233614536,288806.56487379165,230000.0
3,2.0,7.673223121121708,3880,1.0,0,0,3,8,6.984716320118266,1070,537697.627196065,530484.3219776907,583797.5680751174,7.6638772587034705,4000,525404.6872322194,599270.7012048193,575000.0
5,1.0,7.859413154693583,4652,2.0,0,0,4,8,7.745002803515839,280,693800.9167562771,530484.3219776907,650587.12270476,7.7664168980196555,4650,540234.0233614536,887472.7131782946,890000.0
4,2.5,7.635303886259415,4500,2.0,0,0,3,7,7.635303886259415,0,577596.4615384614,530484.3219776907,364647.0281124498,7.9229859587111955,5173,561119.2484076433,346870.1444920982,343000.0
2,1.0,6.866933284461882,8236,1.0,0,0,2,6,6.866933284461882,0,431963.6234594565,530484.3219776907,352546.37760416674,7.138866999945524,8236,520155.3623559539,409239.220855031,99000.0
4,2.5,8.035926369891792,9238,1.0,0,3,4,8,7.426549072397305,1410,443034.5880285017,530484.3219776907,856784.4329896907,7.897296472595885,8500,508272.0541082164,794880.1519871815,940000.0
3,2.5,7.408530566894626,4725,2.0,0,0,3,8,7.408530566894626,0,536237.0162203232,530484.3219776907,364647.0281124498,7.600902459542082,4725,549106.0373514431,346870.1444920982,299000.0
2,2.75,7.222566018822171,1140,2.0,0,0,3,8,6.984716320118266,290,496329.36876341386,530484.3219776907,387114.1483375959,7.222566018822171,1090,559342.888372093,474195.4477190849,369950.0
3,2.0,7.365180126021013,6655,1.0,0,0,3,6,6.672032945461067,790,346777.58531654056,530484.3219776907,310920.24263953127,6.993932975223189,6655,508272.0541082164,312610.2508973423,221347.0
4,3.0,7.580699752224563,5160,1.0,0,0,3,7,7.064759027791802,790,736415.836067593,530484.3219776907,323529.23106608837,7.580699752224563,5160,508272.0541082164,444116.23508801695,277000.0
3,3.5,7.986164860332727,6431,2.0,0,0,3,10,7.986164860332727,0,689371.2543478261,530484.3219776907,787721.3156018015,7.9229859587111955,6695,531519.7973068745,881804.1625465734,914154.0
3,1.0,7.081708586105575,85226,1.5,0,0,5,5,7.081708586105575,0,572518.2233145768,530484.3219776907,495772.9365671088,7.215239978730097,46960,551860.3387458007,545674.0520250213,390000.0
6,5.0,8.867850063029406,18200,2.5,0,0,3,13,8.564076777315087,1860,674537.6334056235,832358.7216654654,790006.7768692325,8.048788283534199,6477,531519.7973068745,790006.7768692325,3200000.0
3,2.25,7.346010209913293,5401,2.0,0,0,3,7,7.346010209913293,0,696470.1816004473,530484.3219776907,425344.3136037135,7.461640392208575,4485,551860.3387458007,423339.13078594394,350000.0
4,2.5,7.659171367666058,4558,2.0,0,0,3,7,7.659171367666058,0,579956.6598566952,530484.3219776907,364647.0281124498,7.7706452341291765,5506,549106.0373514431,380031.2179069934,329950.0
4,1.75,7.501082124259871,9750,2.0,0,0,4,7,7.501082124259871,0,491435.82012195326,530484.3219776907,415784.59782608703,7.358830898342354,10000,540889.7483994878,363861.22189880983,400000.0
3,2.5,7.326465613840322,3041,2.0,0,0,3,7,7.326465613840322,0,496329.36876341386,530484.3219776907,485919.5672823219,7.506591780070841,3229,511224.339301701,409239.220855031,333000.0
4,2.5,7.424761761823209,7209,2.0,0,0,3,7,7.424761761823209,0,536237.0162203232,530484.3219776907,284942.3022670025,7.71244383427499,7209,538925.3765020027,280829.3013246502,295000.0
4,2.5,7.590852123688581,7403,2.0,0,0,3,7,7.590852123688581,0,553665.8256541081,530484.3219776907,284942.3022670025,7.590852123688581,7510,559342.888372093,280829.3013246502,243500.0
4,2.5,7.659171367666058,3720,2.0,0,0,3,8,7.659171367666058,0,577596.4615384614,530484.3219776907,609392.111966224,7.682482446534506,3720,549106.0373514431,636496.5908741066,615000.0
3,2.75,7.8160138391590275,3240,1.5,0,0,3,9,7.5443321080536885,590,592148.6054356643,530484.3219776907,1116017.851737276,7.67786350067821,3240,540234.0233614536,887472.7131782946,690000.0
3,1.0,7.258412150595307,9600,1.0,0,0,4,6,7.258412150595307,0,460418.6527442526,530484.3219776907,281752.17814043397,7.24422751560335,8415,508272.0541082164,278048.77387316036,147200.0
3,1.5,7.090076835776092,7800,1.0,0,0,4,7,7.090076835776092,0,458268.3401256494,530484.3219776907,231089.195287917,7.237059026124737,8415,559342.888372093,246783.44693836276,195000.0
2,2.5,7.77485576666552,6600,1.0,0,0,3,8,7.77485576666552,0,564795.151577374,530484.3219776907,663034.9404388588,7.533693709848633,6600,540889.7483994878,651703.6235335087,699800.0
3,1.0,7.146772179452637,8920,1.0,0,0,5,7,7.146772179452637,0,417829.8221964997,530484.3219776907,417573.2249240168,7.371489295214277,8589,551860.3387458007,614356.6018886161,422500.0
3,2.75,8.003028666384733,207781,2.0,0,0,3,9,8.003028666384733,0,696470.1816004473,530484.3219776907,469494.50074283686,7.859413154693583,218671,559342.888372093,644226.5446898264,785000.0
4,1.75,7.495541943884256,5210,1.0,0,0,5,7,6.984716320118266,720,481182.637681609,530484.3219776907,423224.8489208633,7.533693709848633,5365,549106.0373514431,416266.0025641026,340000.0
3,1.5,7.528331766707247,7190,2.0,0,1,5,7,7.528331766707247,0,530686.1617259284,530484.3219776907,678557.4894376207,7.4205789054108005,5525,531519.7973068745,509159.3119291613,580000.0
3,3.25,7.450079569807499,1330,2.0,0,0,3,8,6.937314081223682,690,577596.4615384614,530484.3219776907,1116017.851737276,7.450079569807499,1520,549106.0373514431,887472.7131782946,675000.0
4,2.0,8.003028666384733,102366,1.0,0,0,4,8,8.003028666384733,0,500272.68204282277,530484.3219776907,332507.4470992653,7.944492163932159,57140,540234.0233614536,394071.4616462079,510000.0
4,2.5,8.048788283534199,7582,2.0,0,0,3,8,8.048788283534199,0,577596.4615384614,530484.3219776907,787721.3156018015,8.003028666384733,6441,540234.0233614536,881804.1625465734,665000.0
4,2.25,7.727535110475448,10000,1.0,0,0,5,8,7.450079569807499,550,500272.68204282277,530484.3219776907,856784.4329896907,7.727535110475448,10148,540889.7483994878,794880.1519871815,596000.0
4,2.5,7.799753318287247,4000,2.0,0,0,3,7,7.799753318287247,0,496329.36876341386,530484.3219776907,364647.0281124498,7.787382026484701,4502,559342.888372093,380031.2179069934,350000.0
3,1.75,7.258412150595307,3000,1.0,0,0,3,5,6.565264970035361,710,652805.9933992974,670678.9235047518,310920.24263953127,7.580699752224563,5000,540234.0233614536,312610.2508973423,230000.0
2,1.75,7.05617528410041,8625,1.0,0,0,4,6,7.05617528410041,0,551896.9068643054,530484.3219776907,323529.23106608837,6.866933284461882,5750,549106.0373514431,437957.3324324325,312000.0
3,2.5,7.333023014386481,8500,1.0,0,0,5,7,6.937314081223682,500,646147.3565174447,530484.3219776907,364647.0281124498,7.52294091807237,8140,551860.3387458007,346870.1444920982,245000.0
4,2.25,7.77485576666552,122038,2.0,0,0,4,8,7.77485576666552,0,576006.5651782893,530484.3219776907,317907.32123919635,7.615791072035833,48000,525404.6872322194,359585.48829615087,330000.0
3,2.5,7.982757702011113,19900,1.5,0,0,3,9,7.982757702011113,0,513178.4964373225,530484.3219776907,707984.7104607035,8.058327306580958,20492,525404.6872322194,674552.3415468142,645000.0
